Restaurant,Cousines,Rating,Rating_counts,Delivery_rating,Delivery_rating_counts,Area,Adress,Price_for_2,1st_time_open,1st_time_close,2nd_time_open,2nd_time_close,week
Wok My Way,"Chinese, Thai",4.0,156.0,3.5,2407.0,Alkapuri,"1/1, Vishwas Colony, Alkapuri Shopping Centre, Alkapuri, Vadodara",650,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
China Town Chinese Food,Chinese,3.4,119.0,3.7,6641.0,Diwalipura,"Opposite Sarkari Nursing College, Diwalipura, Vadodara",200,2020-10-15 16:30:00,2020-10-15 23:30:00,,,Mon-Sun)
Mahesh Omlet Egg Restaurant,Street Food,4.0,222.0,4.1,12800.0,Suryanagar,"GF-23/24, Venu Tower, Vrundavan Heights, Near Essar Pump, Parivar Char Rasta, Waghodia-Dabhoi Ring Road, Suryanagar, Vadodara",200,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Marhaba Restaurant,"Biryani, Chinese",4.0,211.0,4.0,1069.0,Karelibaug,"Near Sharda Mandir School, Machhipith Naka, Salatwada Road, Karelibaug, Vadodara",800,2020-10-15 13:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Keshav Kutir Restaurant,North Indian,4.0,213.0,4.3,8934.0,Suryanagar,"B-16, Parichay Park, Opposite Rajiv Gandhi Swimming Pool, Waghodia Road, Suryanagar, Vadodara",400,2020-10-15 17:00:00,2020-10-15 22:30:00,,,Mon-Sun)
Dosa Wala,South Indian,4.1,205.0,3.7,7680.0,Akota,"2, Welcome Flat, Dinesh Mill Road, Near Varaimata Mandir, Akota, Vadodara",200,2020-10-15 08:00:00,2020-10-15 14:00:00,2020-10-15 18:00:00,2020-10-15 23:00:00,Mon-Sun)
Chula Dosa,"South Indian, Chinese",4.0,218.0,3.9,6061.0,Manjalpur,"B-20, Dhanlaxmi Complex, Near Saraswati Complex, Manjalpur, Vadodara",300,2020-10-15 08:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Orizon Restaurant,"North Indian, Chinese",3.9,321.0,4.2,6251.0,Akota,"Near Krishna Shanti Society, Mujmahuda Road, Akota, Vadodara",700,2020-10-15 11:00:00,2020-10-15 15:30:00,2020-10-15 18:30:00,2020-10-15 23:00:00,Mon-Sun)
Club Offshore,"Cafe, Chinese, Fast Food",3.9,146.0,4.4,380.0,Diwalipura,"143, Suryakiran Complex, Old Padra Road, Sukrutinagar, Opposite Avishkar Complex, Diwalipura, Vadodara",600,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Olives Pizza & Sizzlers,Italian,2.8,186.0,3.5,619.0,Alkapuri,"104, Emerald, Race Course Circle, Alkapuri, Vadodara",800,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Night 2 Night,North Indian,,,3.9,6017.0,Karelibaug,"1,B Nanjibhai Chember, Bahucharaji Road, Karelibaug, Vadodara",300,2020-10-15 19:00:00,2020-10-15 04:00:00,,,Mon-Sun)
Ghani Khamma,"Rajasthani, North Indian, Mughlai",4.1,252.0,3.9,47.0,Alkapuri,"FF- 4/5/6, CAPRY HOUSE-2, SUDHANAGAR JETALPUR ROAD, VADODARA- 390007",900,2020-10-15 12:00:00,2020-10-15 14:30:00,2020-10-15 19:00:00,2020-10-15 21:30:00,Mon-Sun)
Gazebo Garden Restaurant,North Indian,4.0,214.0,,,Panchvati,"Opposite FGI, Near Iscon Harmony, Sevasi-Bhimpura Road, Near Panchvati, Vadodara",1000,2020-10-15 19:00:00,2020-10-15 01:00:00,,,Mon-Sun)
Ready Platter,"Chinese, North Indian",,,3.9,6183.0,Diwalipura,"Shop 1, Trinity Complex, Opposite Vasna Jakatnaka, Vasna Bhayli Main Road, Diwalipura, Vadodara",300,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 18:30:00,2020-10-15 23:00:00,Mon-Sun)
Chatkazz,"Fast Food, North Indian",3.7,145.0,4.2,6273.0,Manjalpur,"15/G, Sun Plaza 1, Near Vadsar Bridge, Manjalpur, Vadodara",300,2020-10-15 10:00:00,2020-10-15 22:30:00,,,"Mon,Tue,Wed,Fri),11am–..."
Octant Pizza,"Italian, Pizza",3.5,211.0,3.8,1715.0,Diwalipura,"Golden Nest, Opposite Shobhna Nagar, Diwalipura, Vadodara",700,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Juggernaut,"North Indian, Mediterranean, Continental, Italian",4.2,182.0,4.1,120.0,Bhayli,"Near Vihaan Hospital, Vasna-Bhayili Road, Bhayli, Vadodara",600,2020-10-15 12:00:00,2020-10-15 22:45:00,,,Mon-Sun)
Aroma Delicacy,North Indian,4.2,246.0,4.1,8184.0,Diwalipura,"GF-20, Earth Artica, Vasna Bhayil Road, Diwalipura, Vadodara",300,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 23:00:00,Mon-Sun)
Sardar Pav Bhaji & Punjabi Khana,North Indian,4.0,182.0,3.8,8896.0,Karelibaug,"Amardeep Heritage, Ajwaroad, Karelibaug, Vadodara",300,2020-10-15 11:00:00,2020-10-15 16:00:00,2020-10-15 18:00:00,2020-10-15 00:00:00,Mon-Sun)
Farki,"Ice Cream, Desserts",4.2,360.0,3.9,47.0,Karelibaug,"GF, Opposite Vuda Builduing, Besides Dwarkesh Hospital, Karelibaug, Vadodara",200,2020-10-15 11:00:00,2020-10-15 22:30:00,,,Mon-Sun)
Biryani aur Baatein,"Biryani, Mughlai, Chinese",3.9,180.0,3.8,3460.0,Alkapuri,"Shop 14, Atlantis K-10, A Wing, Genda Circle Road, Alkapuri, Vadodara",500,2020-10-15 11:30:00,2020-10-15 15:30:00,2020-10-15 19:30:00,2020-10-15 01:00:00,Mon-Sun)
Geeta lodge,"Gujarati, Street Food",4.1,227.0,4.3,1602.0,Alkapuri,"Shop 11, Ground Floor, Atlantis K-10, Tower A, Opposite Vadodara Central Mall, Sarabhai Road, Genda Circle, Alkapuri, Vadodara",250,2020-10-15 10:30:00,2020-10-15 15:30:00,2020-10-15 18:00:00,2020-10-15 20:30:00,Mon-Sun)
Spicy Restaurant,North Indian,3.6,134.0,4.1,4818.0,Karelibaug,"Shree Krishna Apartment, Near Bank Of Baroda, Sangam Char Rasta, Karelibaug, Vadodara",300,2020-10-15 11:00:00,2020-10-15 22:30:00,,,Mon-Sun)
Mishri Sweets,"Mishti, Street Food",4.0,174.0,4.4,9065.0,Diwalipura,"Shop 1 & 2, Earth Complex, Akshar Chowk, Diwalipura, Vadodara",200,2020-10-15 09:00:00,2020-10-15 21:00:00,,,Mon-Sun)
Apsara Ice Creams,"Ice Cream, Desserts",4.3,233.0,4.5,1403.0,Vadiwadi,"Shop 2, Ajanta Society, Leader House, Behind Trident Complex, Ellora Park, Vadiwadi, Vadodara",200,2020-10-15 12:30:00,2020-10-15 00:00:00,,,Mon-Sun)
La Pizza Treno,"Pizza, Italian",3.4,250.0,3.5,607.0,Alkapuri,"2nd Floor, Race Course Road, Above Bata Showroom, Alkapuri, Vadodara",800,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Hilton China,Chinese,3.9,201.0,3.8,6902.0,Manjalpur,"3rd Floor, Food Court, Eva Mall, Manjalpur, Vadodara",400,2020-10-15 11:00:00,2020-10-15 22:30:00,,,Mon-Sun)
The Kitchen Express,Mughlai,3.9,132.0,3.8,4308.0,Sayajipura,"8, Silver Point, Ajwa Road, Near IOCL Petrol Pump, Sayajipura, Vadodara",300,2020-10-15 11:30:00,2020-10-15 02:30:00,,,Mon-Sun)
Arabian Grill,"Arabian, Mughlai",4.1,189.0,3.9,2385.0,Diwalipura,"Shop 18, Fazila Avenue, Vasna Tandalja Road, Diwalipura, Vadodara",500,2020-10-15 16:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Baroda Sandwich,Sandwich,3.8,193.0,3.9,12100.0,Manjalpur,"1, Bhagirath Complex, Darbar Chowkdi, Manjalpur, Vadodara",200,2020-10-15 10:00:00,2020-10-15 20:00:00,,,Mon-Sun)
The Hunger Box,"North Indian, Fast Food",3.6,114.0,3.9,3345.0,Alkapuri,"3, Tower 1, Kashivishveshwar Complex, Jetalpur Road, Alkapuri, Vadodara",500,2020-10-15 10:15:00,2020-10-15 15:30:00,2020-10-15 18:00:00,2020-10-15 22:30:00,Mon-Sun)
Gordhan Thal,Gujarati,4.1,220.0,4.1,1520.0,Alkapuri,"Dreamland Building, Jetalpur Road, Alkapuri, Vadodara",600,2020-10-15 11:30:00,2020-10-15 15:30:00,2020-10-15 19:30:00,2020-10-15 22:30:00,Mon-Sun)
Real Kathiyawadi Restaurant,"Chinese, Gujarati, North Indian",4.0,179.0,4.1,6081.0,Sayajipura,"E-11, Sardar Estate, Sayaji Park Society, New VIP Ring Road, Sayajipura, Vadodara",300,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 18:45:00,2020-10-15 23:00:00,Mon-Sun)
Bhai Bhai Dabeli,Gujarati,4.1,194.0,4.4,3606.0,Karelibaug,"Shop 6 & 7, Charbhuja Complex, Near Petrol Pump, Ambalal Park, Pani Tanki Road, Karelibaug, Vadodara",150,2020-10-15 12:00:00,2020-10-15 22:00:00,,,Mon-Sun)
Once More-Bombay Sandwich,Fast Food,3.6,108.0,4.2,3659.0,Alkapuri,"SB/6, Center Point, Alkapuri, Vadodara",250,2020-10-15 08:30:00,2020-10-15 21:30:00,,,Mon-Sun)
Shagun Hotel,"North Indian, Mughlai, Chinese, Fast Food",3.5,100.0,4.1,9335.0,Alkapuri,"Offtel Towers, RC Dutt Road, Opposite Circuit House, Alkapuri, Vadodara",600,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 18:00:00,2020-10-15 23:00:00,Mon-Sun)
The Cravings Restaurant,"North Indian, Fast Food, Continental, Chinese, Thai, Asian, Seafood",4.1,132.0,,,Sayajigunj,"Near Bhimnath Bridge, Opposite Parsi Agryari, Sayajigunj, Vadodara",1500,2020-10-15 07:00:00,2020-10-15 10:30:00,2020-10-15 12:30:00,2020-10-15 15:30:00,
Da Pizza Planet,Pizza,3.8,156.0,3.6,4065.0,Diwalipura,"Ground Floor,  Ojus Avenue, Vasna - Bhayli Road, Diwalipura, Vadodara",600,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Soul Brew Coffee,Cafe,3.9,186.0,,,Vadiwadi,"Arundeep Complex, Race Course Circle, Vadiwadi, Vadodara",500,2020-10-15 10:00:00,2020-10-15 00:00:00,,,Mon-Sun)
New Sonu Punjabi,North Indian,3.8,194.0,3.2,5945.0,Mandvi,"Laxmi Nivas, Near Ideal Coaching Classes, Babaji Pura Dandiya Bazar, Mandvi, Vadodara",250,2020-10-15 11:00:00,2020-10-15 04:00:00,,,"Mon,Wed,Thu,Fri,Sat,Sun),8am–..."
Foodista Restaurant,North Indian,4.2,308.0,,,Gorwa,"30, Gorwa Road, Jai Jalaram Nagar, Ajay Nagar, Undera, Vadodara",700,2020-10-15 11:30:00,2020-10-15 15:30:00,2020-10-15 18:30:00,2020-10-15 22:30:00,Mon-Sun)
Shree Radhika Restaurant,"North Indian, South Indian",3.2,110.0,3.4,4637.0,Vadiwadi,"1/3, C.C Patel Square, Ellora Park, Vadiwadi, Vadodara",500,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Grill Kitchen,"Italian, Mexican",3.8,144.0,3.5,35.0,Vadiwadi,"3rd Floor, CC Patel Square, Behind Trident Complex, Vadiwadi, Vadodara",800,2020-10-15 12:00:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 23:00:00,"Mon-Fri),12noon–..."
Jashan,"Awadhi, North Indian, Chinese, Mughlai, Biryani, Italian, Ice Cream, Beverages",4.0,179.0,3.8,643.0,Vadiwadi,"1st FLoor, Lilleria Food Court, Near Natu Bhai Circle, Vadiwadi, Vadodara",1000,2020-10-15 12:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Frankiee Junction,"Fast Food, Pizza, Burger, Sandwich",3.2,108.0,3.7,3915.0,Alkapuri,"E/5, Ground Floor, Tower 2, Kashivishweshvar Complex, Jetalpur Road, Alkapuri, Vadodara",200,2020-10-15 10:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Pizza Bell,"Pizza, Italian, Fast Food",4.0,188.0,4.3,1032.0,Alkapuri,"Jetalpur Road, Alkapuri, Vadodara",900,2020-10-15 10:30:00,2020-10-15 22:30:00,,,Mon-Sun)
0265 Burgers & Pizzas,"Fast Food, Burger, Pizza",4.2,167.0,4.0,601.0,Alkapuri,"Shop 17, Alkapuri Shopping Centre, Vishwas Colony, Alkapuri, Vadodara",300,2020-10-15 15:30:00,2020-10-15 22:45:00,,,Mon-Sun)
Al Madina,Mughlai,4.0,244.0,4.1,2436.0,Diwalipura,"11, Patrakar Colony, Tandalja, Diwalipura, Vadodara",600,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Yes Frankie,"Fast Food, Rolls",4.0,207.0,4.0,5668.0,Subhanpura,"Cash and Carry Building, Near Ellora Park Milk Center, Subhanpura, Vadodara",200,2020-10-15 11:00:00,2020-10-15 22:30:00,,,Mon-Sun)
Yes Frankie,"Fast Food, Rolls",4.0,207.0,4.0,5668.0,Subhanpura,"Cash and Carry Building, Near Ellora Park Milk Center, Subhanpura, Vadodara",200,2020-10-15 11:00:00,2020-10-15 22:30:00,,,Mon-Sun)
Rangoli Restaurant,"North Indian, Chinese, Seafood",3.7,190.0,4.2,1381.0,Fatehgunj,"Fatehgunj Main Road, Near Red Church, Fatehgunj, Vadodara",800,2020-10-15 12:00:00,2020-10-15 19:00:00,,,Mon-Sun)
Shree Vadlo Kathiyawadi Thali,Gujarati,4.0,148.0,3.7,3683.0,Sama,"1st Floor, Sukan Hub, Sama Savli Road, Sama Road, Vadodara",400,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 22:45:00,Mon-Sun)
Delicacy Restaurant & Banquet,"Chinese, North Indian",4.0,185.0,4.0,1658.0,Diwalipura,"1st Floor, Siddharth Upscale, Opposite Bina Nagar, Vasana Road, Diwalipura, Vadodara",500,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 22:30:00,Mon-Sun)
New Bombay Vadapav,Fast Food,,,4.1,3379.0,Alkapuri,"E-20, Kashivishweshwar Township, Jetalpur Road, Chikuwadi, Alkapuri, Vadodara",100,2020-10-15 10:00:00,2020-10-15 20:30:00,,,Mon-Sun)
Honest,"North Indian, Fast Food, Chinese, Pizza",2.6,241.0,4.2,3413.0,Alkapuri,"Beside Vadodara Central Mall, Alkapuri, Vadodara",300,2020-10-15 11:00:00,2020-10-15 00:00:00,,,Mon-Sun)
Hyderabadi's,"Mughlai, Biryani",3.8,171.0,3.6,474.0,Fatehgunj,"4, Shreyas Apartments, Near Akash Medical, Fatehgunj, Vadodara",500,2020-10-15 11:30:00,2020-10-15 22:30:00,,,Mon-Sun)
Aamhi Marathi,"Maharashtrian, Malwani",3.8,165.0,4.0,2268.0,Manjalpur,"2nd Floor, Sairutu Complex, Near Tulsidham Cross Road, Manjalpur, Vadodara",1200,2020-10-15 08:00:00,2020-10-15 23:00:00,,,"Mon),11am–3pm,7pm–11pm(Tue-Sun)"
Zeste - The Fern,"North Indian, Continental",4.1,175.0,4.5,252.0,Akota,"B/H Dinesh Mills Ltd, Akota, Vadodara",1200,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 22:30:00,Mon-Sun)
Sankalp,"South Indian, Beverages",4.0,221.0,3.9,1111.0,Vadiwadi,"101/102, Spentha Complex, Opposite Axis Bank, Race Course Road, Vadiwadi, Vadodara",750,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Shyam Sundar Restaurant,"North Indian, Chinese, South Indian",3.9,133.0,3.9,9772.0,Karelibaug,"Gf15, sai complex, opposite upwan heritage, khodiyarnagar, Vadodara",400,2020-10-15 11:00:00,2020-10-15 17:00:00,2020-10-15 18:00:00,2020-10-15 01:00:00,Mon-Sun)
Curry Country BBQ,"Mughlai, North Indian, Chinese, Italian",,,3.6,1956.0,Diwalipura,"FF 101, Ojas Avenue, Vasna Jakat Naka, Vasna Road, Diwalipura, Vadodara",500,2020-10-15 12:00:00,2020-10-15 15:00:00,2020-10-15 18:30:00,2020-10-15 23:00:00,"Mon,Tue,Wed,Fri..."
Pizzini Pizza,Pizza,3.7,224.0,4.0,4932.0,Kendranagar,"1st Floor, Vrundavan Heights, Near Parivar Char Rasta, Waghodia, Kendranagar, Vadodara",500,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Salad Republic,"Healthy Food, Continental, Salad",4.0,118.0,4.3,2143.0,Diwalipura,"12, Rk Plaza, Near New Court, Sainath Marg, Diwalipura, Vadodara",400,2020-10-15 07:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Udupi Restaurant,"South Indian, North Indian, Chinese",4.0,184.0,4.0,1107.0,Fatehgunj,"Mangal Kirti Apartment, Ground Floor, Fatehgunj, Vadodara",400,2020-10-15 07:00:00,2020-10-15 22:00:00,,,Mon-Sun)
Aamantran,Gujarati,3.8,185.0,4.2,2386.0,Alkapuri,"38, Sampatrao Colony, Alkapuri, Vadodara",500,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 22:30:00,Mon-Sun)
Sarvottam Restaurant,"North Indian, Fast Food",3.8,194.0,4.1,2269.0,Nizampura,"Daksha Colony Road, Nizampura, Vadodara",600,2020-10-15 11:00:00,2020-10-15 22:00:00,,,Mon-Sun)
Rajasthan Ice Cream and Kulfi,"Ice Cream, Beverages",3.8,170.0,4.1,8393.0,Subhanpura,"33, Bajrang Society, Opposite Sitaram Complex, Subhanpura, Vadodara",150,2020-10-15 11:00:00,2020-10-15 19:00:00,,,Mon-Sun)
Hungry Birds - Express,"North Indian, Fast Food",4.1,203.0,3.8,3650.0,Subhanpura,"S Square Mall, Ellora Park, Subhanpura Main Road, Subhanpura, Vadodara",550,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Shree Raj Rajeshwari Juice & Ice-cream,"Juices, Ice Cream",4.2,221.0,4.2,1694.0,Fatehgunj,"21, Eastern Society, Fatehgunj Main Road, Fatehgunj, Vadodara",250,2020-10-15 09:30:00,2020-10-15 00:00:00,,,Mon-Sun)
Ramdev's Khana Khazana,"North Indian, Chinese",3.8,120.0,3.9,3568.0,Subhanpura,"C/82, Ground Floor, Maa Ashapuri Hub, Near Bharucha Hospital, Opposite Jeevan Jyot Children Hospital, Subhanpura, Vadodara",300,2020-10-15 11:00:00,2020-10-15 22:30:00,,,Mon-Sun)
Velvet Bakers,"Cafe, Fast Food, Coffee, Pizza, Beverages",3.6,126.0,3.4,749.0,Alkapuri,"31, Chandralok Society, Dr Rustom Cama Marg, Near Maruti Courier, Alkapuri, Vadodara",500,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Gaylord Tea  Coffee Snacks,South Indian,4.0,192.0,3.7,4748.0,Sayajigunj,"Opposite Railway Station, Sayajigunj, Vadodara",200,2020-10-15 05:00:00,2020-10-15 00:00:00,,,Mon-Sun)
ANNAPURNA CORNER,Fast Food,3.9,174.0,4.0,3453.0,Makarpura,"Susen, Tarsali Ring Road, Makarpura, Vadodara",400,2020-10-15 10:00:00,2020-10-15 22:00:00,,,Mon-Sun)
Chaa Ne Lari,"Cafe, Fast Food",3.7,105.0,3.8,4430.0,Alkapuri,"Opposite Rajkot Nagrik Sahkari Bank, Back side Basement, Near Reliance Fresh, CH Jewelers Road, Alkapuri, vadodara",200,2020-10-15 07:00:00,2020-10-15 23:30:00,,,Mon-Sun)
Real Paprika,"Pizza, Fast Food, Chinese",3.7,153.0,3.4,2697.0,Nizampura,"J K Avenue, Opposite Axis Bank, Nizampura Main Road, Nizampura, Vadodara",500,2020-10-15 11:00:00,2020-10-15 15:30:00,2020-10-15 18:00:00,2020-10-15 23:30:00,Mon-Sun)
New Alka Restaurant,"North Indian, South Indian, Chinese, Beverages",3.8,215.0,4.1,7050.0,Diwalipura,"Vraj Square, Manisha Circle, Old Padra Road, Diwalipura, Vadodara",800,2020-10-15 09:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Nimantran Restaurant,"North Indian, Gujarati",3.9,167.0,3.9,7775.0,Tarsali,"Susen Tarsali Ring Road, Tarsali, Vadodara",500,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 23:00:00,Mon-Sun)
Starbucks Coffee,"Cafe, Coffee, Tea, Beverages, Desserts",4.1,214.0,4.3,145.0,Alkapuri,"Center Square Mall, Sayaji Path, Near Genda Circle, Alkapuri, Vadodara",700,2020-10-15 08:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Cafe Madras,"South Indian, North Indian",3.8,127.0,3.6,1320.0,Sayajigunj,"Station Road, Sayajigunj, Vadodara",200,2020-10-15 08:30:00,2020-10-15 22:30:00,,,"Mon,Wed,Thu,Fri,Sat,Sun)..."
Famous Neelkanth Juice,Beverages,3.6,90.0,4.1,5829.0,Alkapuri,"E-9, Kashivishweshwar Township Complex, Jetalpur Road, Alkapuri, Vadodara",100,2020-10-15 10:30:00,2020-10-15 00:30:00,,,Mon-Sun)
Hotel Sudha,South Indian,4.2,203.0,4.4,4051.0,Subhanpura,"Opp Ellora Milk Center, Subhanpura Main Road, Ellora Park, Subhanpura, Vadodara",150,2020-10-15 08:00:00,2020-10-15 15:00:00,2020-10-15 18:00:00,2020-10-15 23:00:00,Mon-Sun)
US Pizza,"Pizza, Fast Food",3.9,166.0,3.6,4199.0,Kendranagar,"4A, Ground Floor, Dhananjay Complex, Gajanan Park, Waghodia Road, Uma Char Rasta, Kendranagar, Vadodara",500,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Apna Punjab,North Indian,4.0,168.0,4.3,2110.0,Karelibaug,"B - 23, B H Complex, Karelibaug Road, Near Utkarsh Petrol Pump, Jay Santhoshi Nagar, Karelibaug, Vadodara",500,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 17:00:00,2020-10-15 23:00:00,Mon-Sun)
The Food Express,North Indian,3.6,123.0,3.7,3135.0,Sayajipura,"8, Silver Point, Ajwa Road, Opposite IOCL Petrol Pump, Sayajipura, Vadodara",800,2020-10-15 11:30:00,2020-10-15 15:00:00,2020-10-15 18:30:00,2020-10-15 23:30:00,Mon-Sun)
Aangan Restaurant,"Chinese, North Indian",3.9,133.0,4.1,1768.0,Fatehgunj,"1-Basement, R K Centre, Fatehgunj Main Road, Opposite Saffron Tower, Fatehgunj, Vadodara",600,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 22:00:00,Mon-Sun)
The Good Bowl,"Asian, North Indian, Biryani, Chinese, Desserts",3.5,90.0,3.7,2397.0,Vadiwadi,"Shop 1, 2, Patriot Complex INOX Road, Ellora Park, Vadiwadi, Vadodara",500,2020-10-15 10:00:00,2020-10-15 01:00:00,,,Mon-Sun)
Pyarelal Kachori Wala,Fast Food,4.1,292.0,,,Mandvi,"Padmawati Chogan, Mangal Nagar, Vadodara, Mandvi, Vadodara",100,2020-10-15 10:00:00,2020-10-15 21:30:00,,,Mon-Sun)
Raju Bhai Chhole Kulche,Fast Food,4.1,178.0,4.3,4896.0,Alkapuri,"Chakli Circle, Near Gold Icon, Jetalpur Road, Alkapuri, Vadodara",200,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Italian Willage,"Pizza, Fast Food",3.4,140.0,3.6,177.0,Alkapuri,"SB 13-16, Panorama Complex, RC Butt Road, Alkapuri, Vadodara",450,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Mehfil-E-Paratha,North Indian,4.0,166.0,4.2,2343.0,Kendranagar,"Uma Char Rasta, Jay Ranchod Society 3, Prabhat Nagar, Waghodia, Near Kendranagar, Vadodara",350,2020-10-15 13:30:00,2020-10-15 23:00:00,,,Mon-Sun)
Selfieccino,"Cafe, Fast Food",3.8,148.0,3.6,167.0,Fatehgunj,"Shop G3, Rosette Apartment, Opposite 7 Seas Mall, Fatehgunj, Vadodara",500,2020-10-15 10:00:00,2020-10-15 20:00:00,,,Mon-Sun)
Singh's Delight,"North Indian, Mughlai",3.7,108.0,3.8,2212.0,Fatehgunj,"Shop 4, Aman Squre, Behind Blue Diamond Complex, Near Fatehgunj Petrol Pump, Fatehgunj, Vadodara.",500,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Sizzante- Sizzlers & More,Continental,3.8,237.0,3.8,53.0,Alkapuri,"Indraprastha Complex, 17- Urmi Society, Near Urmi Circle, Alkapuri, Vadodara",900,2020-10-15 12:00:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 23:00:00,Mon-Sun)
The Honeyed Tale,"Healthy Food, Continental, Fast Food, Pizza, Desserts, Beverages",4.0,80.0,3.5,442.0,Alkapuri,"28, Ground Floor, Atlantis K 10 B, Sayaji Path, Near Genda Circle, Alkapuri, Vadodara",600,2020-10-15 12:00:00,2020-10-15 00:30:00,,,Mon-Sun)
YammY's Kebabs & Curries,North Indian,3.5,120.0,4.1,4202.0,Makarpura,"7A, Amish Park Shopping Center, Tarsali Ring Road, Makarpura, Vadodara",400,2020-10-15 10:00:00,2020-10-15 15:00:00,2020-10-15 18:00:00,2020-10-15 23:00:00,Mon-Sun)
Fusion Dosa n More,South Indian,3.8,140.0,3.8,1733.0,Akota,"Shop 213, Radhakrishna Shopping Centre, Near Radhakrishna Char Rasta, Akota, Vadodara",200,2020-10-15 12:00:00,2020-10-15 15:00:00,2020-10-15 18:30:00,2020-10-15 22:30:00,"Mon-Fri),6:30pm..."
Falafel Lovers,"Lebanese, Italian, Pizza, Mexican, Fast Food, Beverages",4.0,173.0,4.2,775.0,Diwalipura,"Shop 5, Benisun Commercial Complex, Near Chakli Circle, Old Padra Road, Diwalipura, Vadodara",600,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Egg Station,Fast Food,3.5,122.0,4.0,4929.0,Vadiwadi,"9F, Satyam Arts, Beside Narayan Jewellers, Jetalpur Road, Alkapuri, Vadodara",300,2020-10-15 08:00:00,2020-10-15 00:00:00,,,Mon-Sun)
L'll Hideout Cafe,"Cafe, Fast Food",3.1,112.0,3.9,61.0,Diwalipura,"Prafulla Complex, Old Padra Road, Haribhakti Extension, Paris Nagar, Diwalipura, Vadodara",500,2020-10-15 11:00:00,2020-10-15 22:00:00,,,Mon-Sun)
Hotel Durga,South Indian,4.0,179.0,4.1,4069.0,Makarpura,"Opposite Panasonic Energy, Makarpura Road, Makarpura, Vadodara",500,2020-10-15 09:00:00,2020-10-15 15:00:00,2020-10-15 18:00:00,2020-10-15 21:30:00,Mon-Sun)
Daily Dose Cafe,"Cafe, Beverages",3.8,131.0,,,Akota,"5/6 Sundervan Society, Besides Akota Stadium, Akota, Vadodara",250,2020-10-15 11:30:00,2020-10-15 23:00:00,,,Mon-Sun)
Chai Bike,"Tea, Fast Food",,,4.0,4383.0,Vadiwadi,"2/8, MIG Flats, Opposite Indraprastha Complex, Near LG Showroom, Inox Road, Ellora Park, Vadiwadi, Vadodara",200,2020-10-15 08:00:00,2020-10-15 00:00:00,,,"Mon),1pm–1am(Tue-Sun)"
My Restaurant,North Indian,4.0,231.0,4.1,109.0,Diwalipura,"Soliter Complex, Near Manisha Char Rasta, Old Padra Road, Diwalipura, Vadodara",700,2020-10-15 11:20:00,2020-10-15 15:10:00,2020-10-15 19:00:00,2020-10-15 23:00:00,"Mon,Wed,Thu..."
