Restaurant,Cousines,Rating,Rating_counts,Delivery_rating,Delivery_rating_counts,Area,Adress,Price_for_2,Open_time
The Good Bowl,"Asian, North Indian, Biryani, Chinese, Desserts",3.5,(90),3.7,"(2,397)",Vadiwadi,"Shop 1, 2, Patriot Complex INOX Road, Ellora Park, Vadiwadi, Vadodara",₹500,10am – 1am (Mon-Sun)
Pyarelal Kachori Wala,Fast Food,4.1,(292 Reviews),,,Mandvi,"Padmawati Chogan, Mangal Nagar, Vadodara, Mandvi, Vadodara",₹100,10am – 9:30pm (Mon-Sun)
Raju Bhai Chhole Kulche,Fast Food,4.1,(178),4.3,"(4,896)",Alkapuri,"Chakli Circle, Near Gold Icon, Jetalpur Road, Alkapuri, Vadodara",₹200,11am – 11pm (Mon-Sun)
Italian Willage,"Pizza, Fast Food",3.4,(140),3.6,(177),Alkapuri,"SB 13-16, Panorama Complex, RC Butt Road, Alkapuri, Vadodara",₹450,11am – 11pm (Mon-Sun)
Mehfil-E-Paratha,North Indian,4.0,(166),4.2,"(2,343)",Kendranagar,"Uma Char Rasta, Jay Ranchod Society 3, Prabhat Nagar, Waghodia, Near Kendranagar, Vadodara",₹350,1:30pm – 11pm (Mon-Sun)
Selfieccino,"Cafe, Fast Food",3.8,(148),3.6,(167),Fatehgunj,"Shop G3, Rosette Apartment, Opposite 7 Seas Mall, Fatehgunj, Vadodara",₹500,10am – 8pm (Mon-Sun)
Singh's Delight,"North Indian, Mughlai",3.7,(108),3.8,"(2,212)",Fatehgunj,"Shop 4, Aman Squre, Behind Blue Diamond Complex, Near Fatehgunj Petrol Pump, Fatehgunj, Vadodara.",₹500,11am – 11pm (Mon-Sun)
Sizzante- Sizzlers & More,Continental,3.8,(237),3.8,(53),Alkapuri,"Indraprastha Complex, 17- Urmi Society, Near Urmi Circle, Alkapuri, Vadodara",₹900,"12noon – 3pm, 7pm – 11pm (Mon-Sun)"
The Honeyed Tale,"Healthy Food, Continental, Fast Food, Pizza, Desserts, Beverages",4.0,(80),3.5,(442),Alkapuri,"28, Ground Floor, Atlantis K 10 B, Sayaji Path, Near Genda Circle, Alkapuri, Vadodara",₹600,12noon – 12:30am (Mon-Sun)
YammY's Kebabs & Curries,North Indian,3.5,(120),4.1,"(4,202)",Makarpura,"7A, Amish Park Shopping Center, Tarsali Ring Road, Makarpura, Vadodara",₹400,"10am – 3pm, 6pm – 11pm (Mon-Sun)"
Fusion Dosa n More,South Indian,3.8,(140),3.8,"(1,733)",Akota,"Shop 213, Radhakrishna Shopping Centre, Near Radhakrishna Char Rasta, Akota, Vadodara",₹200,"12noon – 3pm, 6:30pm – 10:30pm (Mon-Fri),6:30pm..."
Falafel Lovers,"Lebanese, Italian, Pizza, Mexican, Fast Food, Beverages",4.0,(173),4.2,(775),Diwalipura,"Shop 5, Benisun Commercial Complex, Near Chakli Circle, Old Padra Road, Diwalipura, Vadodara",₹600,11am – 11pm (Mon-Sun)
Egg Station,Fast Food,3.5,(122),4.0,"(4,929)","M Cube Mall, Vadiwadi","9F, Satyam Arts, Beside Narayan Jewellers, Jetalpur Road, Alkapuri, Vadodara",₹300,8am – 12midnight (Mon-Sun)
L'll Hideout Cafe,"Cafe, Fast Food",3.1,(112),3.9,(61),Diwalipura,"Prafulla Complex, Old Padra Road, Haribhakti Extension, Paris Nagar, Diwalipura, Vadodara",₹500,11am – 10pm (Mon-Sun)
Hotel Durga,South Indian,4.0,(179),4.1,"(4,069)",Makarpura,"Opposite Panasonic Energy, Makarpura Road, Makarpura, Vadodara",₹500,"9am – 3pm, 6pm – 9:30pm (Mon-Sun)"
Daily Dose Cafe,"Cafe, Beverages",3.8,(131 Reviews),,,Akota,"5/6 Sundervan Society, Besides Akota Stadium, Akota, Vadodara",₹250,11:30am – 11pm (Mon-Sun)
Chai Bike,"Tea, Fast Food",,,4.0,"(4,383 Reviews)",Vadiwadi,"2/8, MIG Flats, Opposite Indraprastha Complex, Near LG Showroom, Inox Road, Ellora Park, Vadiwadi, Vadodara",₹200,"8am – 12midnight (Mon),1pm – 1am (Tue-Sun)"
My Restaurant,North Indian,4.0,(231),4.1,(109),Diwalipura,"Soliter Complex, Near Manisha Char Rasta, Old Padra Road, Diwalipura, Vadodara",₹700,"11:20am – 3:10pm, 7pm – 11pm (Mon, Wed, Thu..."
Baba Kitchen,"North Indian, Mughlai, Biryani, Chinese",,,3.4,"(3,244 Reviews)",Sayajigunj,"Joshi baxipaga, B/h. Pooja show room,NR. Mahesh printer, Sansthavsahat raopura,sayajigunj,vadodara.",₹200,11am – 4am (Mon-Sun)
Pinxx - Royal Orchid Central,"North Indian, Continental, Odia, Gujarati",3.6,(136),3.5,"(1,698)",Akota,"Royal Orchid Central, Mujmahuda, Akota, Vadodara","₹1,200",10am – 10:30pm (Mon-Sun)
Spiicy Biites,"Chinese, Pizza",3.0,(132),4.1,"(8,881)",Kendranagar,"22/A, Prabhat Colony, Opposite Cosmos Co-operative Bank Ltd, Waghodia Road, Kendranagar, Vadodara",₹300,11am – 11pm (Mon-Sun)
Swad,"North Indian, Chinese",3.9,(150),4.1,"(1,374)",Alkapuri,"Hotel Shavshanti Towers, Opposite Curcuit House, R C Dutt Road, Alkapuri, Vadodara",₹800,"11am – 2:30pm, 7pm – 10:30pm (Mon-Sun)"
Pendawala Duliram Ratanlal,Desserts,4.3,(263 Reviews),,,Mandvi,"Raopura 1 School, Mandvi, Vadodara",₹150,7am – 9pm (Mon-Sun)
Oak Leaf,"North Indian, Chinese, Continental",3.7,(196),4.1,"(2,091)",Sama,"1st Floor, Siddharth Annexe Complex, Opposite Prasang Party Plot,  Sama-Savli Road, Sama, Vadodara",₹800,"11am – 3pm, 7pm – 11pm (Mon-Sun)"
The VJ Cafe & Khichdi,"Cafe, North Indian, Fast Food, Beverages",4.0,(129),4.3,(870),Kendranagar,"07, Ground Floor, Aditya Square, Below Mehta Girls Hostel, Near Vrundavan Char Rasta, Kendranagar, Vadodara",₹400,"12midnight – 1am, 11am – 12midnight (Mon-Sun)"
Rainbow Vada Pav,Fast Food,4.0,(146),4.2,"(3,343)",Mandvi,"Opposite Siddhivinayak Mandir, Near Bumia Butter, Dandia Bazar Road, Mandvi, Vadodara",₹100,10am – 9pm (Mon-Sun)
Sam's Pizza,"Pizza, Italian",2.8,(145),4.0,"(1,327)",Alkapuri,"Opposite Circuit House, Alkapuri, Vadodara",₹500,11am – 11pm (Mon-Sun)
Sach Me South Express,South Indian,3.9,(128),4.1,"(4,883)",Nizampura,"Opposite Radhika Farshan, Nizampura Char Rasta, Sardar Nagar, Nizampura, Vadodara",₹300,8am – 2am (Mon-Sun)
Bombay Sandwich,Sandwich,,,4.4,(963 Reviews),Makarpura,"Dairy Circle, Near Baroda Dairy, Makarpura, Vadodara",₹150,10am – 11pm (Mon-Sun)
Caffein cafe,Cafe,3.8,(138),4.3,(709),Diwalipura,"6,Gokul Society, Near Old Vasna Jakatnaka, Bhayli Road, Vadodara, Diwalipura, Vadodara",₹600,10am – 10:30pm (Mon-Sun)
Manmohan Samosa,Fast Food,,,4.5,"(2,779 Reviews)",Fatehgunj,"Koti Char Rasta,  Fatehgunj, Vadodara",₹150,9am – 9pm (Mon-Sun)
Fat Burgers,"Burger, Fast Food",,,3.4,"(1,540 Reviews)",Sayajigunj,"GF-12, Samanvay Silicon, Opp Goodies Cafeteria, Sayajigunj, Vadodara",₹300,"12:05am – 4am, 10am – 11:58pm (Mon),12:05am –..."
Moti Mahal,"North Indian, Beverages",4.0,(104),4.2,(430),Vadiwadi,"Ground Floor 4, The Emerald, Haribhakti Colony, Race Course Circle, Vadiwadi, Vadodara","₹1,200","11am – 3pm, 7pm – 10pm (Mon-Sun)"
Pizza Crust,"Pizza, Fast Food",4.0,(267),3.3,(756),Karelibaug,"B-1, Kapilakunj Apartment, Near Water Tank, Karelibaug, Vadodara",₹250,8am – 12:30am (Mon-Sun)
Balubhai's Khaman,"Fast Food, Street Food, Gujarati",4.0,(187),4.4,"(4,947)",Diwalipura,"4-F, Anmol Plaza, Old Padra Road, Sukrutinagar, Near Diwalipura, Vadodara",₹400,8:45am – 8:15pm (Mon-Sun)
Rolls Mania,"Rolls, Fast Food",3.9,(108),4.0,"(1,930)",Sayajigunj,"Shop 19, Samanvay Silicon, Opposite Kalyan Hotel, Sayajigunj, Vadodara",₹300,"Closed (Mon),1pm – 12midnight (Tue-Sun)"
So South,South Indian,2.3,(142),3.9,(891),Diwalipura,"101, Sapphire Complex, Near Tube Company, Old Padra Road, Diwalipura, Vadodara",₹400,12noon – 11pm (Mon-Sun)
Gypsy Grand,"North Indian, Chinese, Italian",3.8,(146),4.0,"(2,573)",Makarpura,"101/102, Pancham Avenue, Susen-Tarsali Ring Road, Near Essar Petrol Pump Makarpura, Vadodara",₹600,8am – 11pm (Mon-Sun)
Dairy Den,"Ice Cream, Fast Food",4.0,(186),4.4,(195),Sayajigunj,"Near Sardar Patel Statue, Sayajigunj, Vadodara",₹350,10am – 12midnight (Mon-Sun)
Dairy Den,"Ice Cream, Fast Food",4.0,(186),4.4,(195),Sayajigunj,"Near Sardar Patel Statue, Sayajigunj, Vadodara",₹350,10am – 12midnight (Mon-Sun)
Regal Restaurant,North Indian,4.0,(217),4.5,(262),Alkapuri,"Ground Floor 1&2, Siddhivinayak Complex, Opposite Railway Station West, Alkapuri, Vadodara",₹600,11am – 1am (Mon-Sun)
Hungry Birds,Fast Food,3.8,(154),3.9,"(2,803)",Vadiwadi,"5, Patriot Complex, Near Inox Race Course Circle, Vadiwadi, Vadodara",₹500,11am – 11pm (Mon-Sun)
Freshco's - The Health Cafe,"Cafe, Healthy Food, Coffee",3.8,(121),4.3,"(3,194)",Vadiwadi,"Next to Subway, Near Citi Bank, Race Course Road, Vadiwadi, Vadodara",₹600,7am – 11pm (Mon-Sun)
Veera De Kulche,North Indian,,,4.0,"(2,086 Reviews)",Karelibaug,"4- Veer Nagar, V I P Road, Karelibaug, Vadodara",₹350,"12midnight – 12:01am, 12:02pm – 12midnight..."
Nanking Chinese,Chinese,4.0,(227 Reviews),,,Karelibaug,"Shop 19 & 20, NBCC Plaza, Near Vooda Circle, Utkarsh Petrol Pump, Karelibaugh, Vadodara",₹200,7pm – 11pm (Mon-Sun)
Punjabi Rasoi - The Food Factory,North Indian,3.6,(100),3.8,"(2,171)",Alkapuri,"E9, Kashivishweshwar Township, Jetalpur Road, Alkapuri, Vadodara",₹550,11am – 11pm (Mon-Sun)
World of Waffles,Desserts,3.7,(108),4.5,(465),"Inorbit Mall, Subhanpura","2nd Floor,Food Court, Inorbit Mall, Alembic Gowra Road, Subhanpura, Vadodara",₹250,11am – 11pm (Mon-Sun)
Kheteshwar Sweet & Farsan Mart,"Mithai, Desserts",,,4.3,"(5,572 Reviews)",Subhanpura,"G-1/2, Vardhman Complex, Near Jain Derasar, Main Road, Subhanpura, Vadodara",₹100,7am – 9pm (Mon-Sun)
Rolling Cones,"Ice Cream, Desserts",3.7,(120),4.1,(345),Vadiwadi,"Leader House, Behind Trident Complex, Ellora Park, Vadiwadi, Vadodara",₹250,1pm – 12:30am (Mon-Sun)
Gwalia Sweets,"Mithai, North Indian, Chinese, Fast Food, Beverages",3.6,(93),3.7,"(1,156)",Alkapuri,"Shop 1, Emerald Building, Near Bird Circle, Vadodara",₹300,10am – 10pm (Mon-Sun)
Versatile Bakers,Bakery,3.4,(77),3.6,"(1,593)",Subhanpura,"Park Plaza Complex, Samta, Subhanpura, Vadodara",₹400,"9am – 11:55pm (Mon-Sat),9am – 10pm (Sun)"
Hari Om Dalbati,Rajasthani,4.0,(106),4.5,"(2,267)",Sama,"GF-27/28, Siddharth Annexe 2, Opposite Indian Petrol Pump, Sama Savli Road, Sama, Vadodara",₹300,"11am – 3:30pm, 6:30pm – 11pm (Mon-Sun)"
Red China,"Chinese, Fast Food",3.7,(99),3.9,"(4,080)",Karelibaug,"Shesh Narayan Complex, New VIP Road, Karelibaug, Vadodara",₹200,"11:14pm – 11:55pm (Mon),12midnight – 2am, 1pm..."
C.N. Bumiya,Mithai,,,4.2,"(2,357 Reviews)",Mandvi,"Dandiya Bazar Main Road,",₹200,8am – 7pm (Mon-Sun)
The Pizza Box,"Italian, Pizza",3.6,(102),4.2,"(1,619)",Diwalipura,"Gf 3, Siddharth excellence,  Opposite subway, near D-Mart, Vasna Road, Diwalipura, Vadodara",₹600,11:30am – 10:30pm (Mon-Sun)
The Cake Love,"Desserts, Bakery",,,3.6,(85 Reviews),Manjalpur,Delivery Only,₹400,9am – 9pm (Mon-Sun)
Baroda Food Express,"Chinese, North Indian, Mughlai",3.9,(120),3.7,"(2,735)",Sayajipura,"GF-4, Amber Complex, Near Mahavir Hall Cross Road, Ajwa Road",₹600,"11am – 4pm, 6:30pm – 1am (Mon-Sun)"
Havmor - The Eatery,"Pizza, Sandwich, Fast Food, Street Food",4.1,(211 Reviews),,,Diwalipura,"56, Punit Nagar Society, Old Padra Road, Diwalipura Crossing, Vadodara",₹600,11am – 11pm (Mon-Sun)
Cravers,North Indian,,,3.7,"(2,959 Reviews)",Fatehgunj,"A44, Suhvas Nagar Colony, Near Convent School, Fatehgunj, Vadodara",₹500,"12midnight – 4am, 8pm – 12midnight (Mon-Sun)"
Cheelizza- India Ka Pizza,"Italian, Pizza, Fast Food",4.1,(103),4.5,"(1,369)",Fatehgunj,"Ground Floor, Sai Prasad Building, Opposite Methodist Church, Abbas Tayabji Road, Fatehgunj, Vadodara",₹600,"10am – 11pm (Mon-Fri),10am – 12midnight (Sat-Sun)"
Swad Quality Food,"North Indian, Biryani",,,3.8,"(3,720 Reviews)",Kendranagar,"Shop 1, Dex Plaza, Near Zaver Nagar Bus Stand, Waghodia Road, Kendranagar, Vadodara",₹200,"11:30am – 4pm, 7:30pm – 10pm (Mon-Sat),11:30am..."
Sabir Omlet Center,Street Food,4.1,(161),4.2,"(3,220)",Sayajipura,"Shop 4, Amber Complex, Ajwa Road, Sayajipura, Vadodara",₹200,5pm – 12midnight (Mon-Sun)
Hotel Shyam Sundar,North Indian,3.6,(63),3.5,"(4,452)",Mandvi,"Shop 100, Padmavathi Shopping Complex, Behind New Larilappa, Lehripura, Mandvi, Vadodara",₹400,10am – 12midnight (Mon-Sun)
The Bombay Kitchn & Sanjha Chula,"Chinese, Malwani, North Indian",3.9,(110 Reviews),,,Gotri,"Ankodia Road, Khanpur, Near Sewasi Police Chowki, Behind Sears Tower, Gotri, Vadodara","₹1,100",7pm – 11pm (Mon-Sun)
Chatoree,"Street Food, North Indian, Chinese",3.9,(111),3.8,"(1,266)","Inorbit Mall, Subhanpura","2nd Floor, Inorbit Mall, Subhanpura, Vadodara",₹300,11am – 11pm (Mon-Sun)
Bali's cafe,"Cafe, Fast Food, Sandwich, Chinese",3.7,(111),4.1,"(1,318)",Vadiwadi,"Atlantis Heritage, Sarabhai Main Road, Vadiwadi, Vadodara",₹500,"11am – 1am (Mon),11am – 11pm (Tue-Sun)"
Bombay Vadapav,Street Food,3.8,(133),4.1,"(3,801)",Akota,"G-7, Siddharth Patel Square, Malhar Point, O P Road, Akota, Vadodara",₹100,"11am – 8pm (Mon-Sat),Closed (Sun)"
Bakers & Brewers Co.,"Cafe, Pizza, Sandwich, Fast Food, Coffee, Beverages",3.8,(95),4.2,"(2,178)",Gotri,"GF 13, Darsanam Arise, opposite brands factory, Gotri Sevasi Raod, Gotri, Vadodara",₹600,"12:30pm – 12midnight (Mon, Tue, Wed, Thu, Fri..."
24 Carats - Hotel Express Towers,"North Indian, Chinese, Continental",3.8,(106),3.6,(106),"Hotel Express Towers, Alkapuri","Hotel Express Towers, R.C. Dutt Road, Alkapuri, Vadodara",₹800,7:30am – 8:30pm (Mon-Sun)
Brown Grill Foods,"Burger, Pizza, Sandwich, Beverages",,,4.2,"(2,821 Reviews)",Sayajigunj,"SB/12, Bluechip Complex, Sayajigunj, Vadodara",₹300,11am – 2am (Mon-Sun)
William John's Pizza,Pizza,3.8,(195),4.3,(294),Manjalpur,10.11.12 SAI RUTU COMPLEX,₹500,11am – 11pm (Mon-Sun)
Aryan Restaurant,"North Indian, Chinese, Biryani",3.6,(103),3.5,"(4,098)",Nizampura,"Aryan Restaurant & Fitness Gym Police Station, 86, Jaitoon Nagar, Old Chhani Road, Vadodara",₹450,11am – 11pm (Mon-Sun)
Dakshin Brahmins,South Indian,4.0,(218),4.2,"(1,370)",Karelibaug,"Shop 13 & 14, Ground Floor, Bricklane Complex, Opposite Ratri Bazar, Karelibaug, Vadodara",₹600,"9am – 3pm, 6:30pm – 11pm (Mon-Sun)"
Pizza Land,"Pizza, Beverages",,,3.8,(983 Reviews),Vadiwadi,Delivery Only,₹500,8am – 4am (Mon-Sun)
Premvati,"South Indian, Italian, Chinese, Indian, Gujarati",4.2,(224 Reviews),,,Akota,"F-14/35, Padra Road, Narayanwadi, Atladara, Akota, Vadodara",₹400,8:30am – 10:30pm (Mon-Sun)
Marcos Da Pizza,"Pizza, Italian",,,4.0,"(2,809 Reviews)",Alkapuri,"Ground Floor, 04, Shagun Exotica, 57, Alkapuri Society, Alkapuri, Vadodara",₹400,"12midnight – 3am, 11am – 12midnight (Mon-Sun)"
Green City Family Restaurant,"North Indian, Chinese",3.8,(107),4.1,"(2,426)",Nizampura,"1, Natasha Park, Opposite State Bank, Near Chhani Jakatnak, Nizampura, Vadodara",₹600,10am – 9pm (Mon-Sun)
RSVP - The Lounge,"Chinese, Mexican, Fast Food",3.3,(131 Reviews),,,Vadiwadi,"B/18, Suryanagar Society, Rameshwar Temple Road, Ellora Park, Subhanpura Vadodara",₹600,"11am – 3pm, 7pm – 11pm (Mon-Sun)"
Mamu's Infusion,"North Indian, Italian, Continental",4.1,(101),4.3,"(1,150)",Diwalipura,"C M Patel Plaza, Opposite Collabera, B/H Audi Showroom, Kalali Main Road, Diwalipura, Vadodara",₹900,11am – 11pm (Mon-Sun)
Froozo,"Fast Food, Desserts, Beverages",3.9,(116),3.5,"(1,175)",Vadiwadi,"2nd floor,MIG flates Behind Mr Toasties, Near Inox, Race Course Road, Vadoodara",₹600,11:30am – 4am (Mon-Sun)
SSR South Corner,Fast Food,3.8,(111),4.1,"(1,817)",Akota,"Near Akota Garden, Akota, Vadodara",₹350,"7am – 3pm, 6pm – 11pm (Mon-Sun)"
Tadka Punjab Ka,North Indian,,,3.7,"(4,524 Reviews)",Diwalipura,Delivery Only,₹400,11:30am – 11pm (Mon-Sun)
Muffins - Hotel Express Towers,Bakery,,,4.3,"(1,193 Reviews)","Hotel Express Towers, Alkapuri","Hotel Express Towers, R.C. Dutt Road, Alkapuri, Vadodara",₹300,7:30am – 12:30am (Mon-Sun)
DNS- Desserts N Shakes,"Ice Cream, Beverages",3.8,(77),4.3,"(2,044)",Fatehgunj,"8, Ground Floor, Saffron Complex, Fatehgunj, Vadodara",₹400,10:30am – 2am (Mon-Sun)
Satyavijay Farsan,Fast Food,,,4.0,"(3,634 Reviews)",Mandvi,"Satyvijay Farsan, Rajmahal Road, Mandvi, Vadodara",₹200,8:30am – 9:30pm (Mon-Sun)
Tandoori Flames,"North Indian, Chinese",3.9,(99),4.0,"(2,593)",Nizampura,"Siddharth Elegance, Above Zummerwala TVS Show Room, Chhani Main Road, Nizampura, Vadodara",₹400,"11am – 3pm, 6pm – 11pm (Mon-Sun)"
Laajawab Punjabi Veg,North Indian,3.9,(116),4.3,"(1,398)",Navapura,"Sai Sagar Apartment, R. V. Desai Road, Near Reliance Petrol Pump, Navapura, Vadodara",₹500,10am – 9pm (Mon-Sun)
Bismillah,"Desserts, Beverages",3.9,(156),4.3,"(2,187)",Diwalipura,"1, Shivdarshan Society Vasna Road, Vasna, Diwalipura, Vadodara",₹250,"12noon – 11:45pm, 12midnight – 12:30am (Mon-Sun)"
Aamhi Marathi,"Maharashtrian, Malwani",3.8,(165),4.0,"(2,268)",Manjalpur,"2nd Floor, Sairutu Complex, Near Tulsidham Cross Road, Manjalpur, Vadodara","₹1,200","8am – 11pm (Mon),11am – 3pm, 7pm – 11pm (Tue-Sun)"
Citrus Cafe - Lemon Tree Hotel,"North Indian, Chinese, Gujarati, Continental",3.7,(104 Reviews),,,Sayajigunj,"Lemon Tree Hotel, Opposite Parsi Agyari, Sayajigunj, Vadodara","₹1,100",7am – 10:45pm (Mon-Sun)
MS Food Point,South Indian,4.1,(158),3.6,(417),Bhayli,"FF/04, Petal Trillium, Before Navrachana International School, Bhayli, Gotri, Vadodara",₹350,9am – 9pm (Mon-Sun)
The Shakes Factory,"Cafe, Italian, Beverages",,,3.8,"(1,132 Reviews)",Karelibaug,"Shop 3, Indraprasth Complex, VIP Road, Karelibaug, Vadodara",₹300,12:30pm – 10:30pm (Mon-Sun)
New Milan Tawa Fry,North Indian,3.4,(86),3.5,"(3,852)",Diwalipura,"C-4, Aaisha Park 1, Opposite Patrakar Society, JP Police Station Road, Tandalja, Diwalipura, Vadodara",₹200,10am – 11pm (Mon-Sun)
Maharashtra Restaurant,"Gujarati, North Indian",3.7,(94),4.4,"(1,755)",Mandvi,"Near Brahamapuri Vyayam Shala, Dandia Bazar, Mandvi, Vadodara",₹300,"10:30am – 3:30pm, 6:30pm – 10pm (Mon-Sun)"
Bombay Sandwich Cafe,"Cafe, Fast Food, Street Food",3.7,(107),3.9,"(1,054)",Fatehgunj,"Fatehgunj Main Road, Fatehgunj, Vadodara",₹500,11am – 11pm (Mon-Sun)
Famoso,"Fast Food, Pizza, Sandwich, Burger",3.9,(99),4.2,"(3,835)",Kendranagar,"Famoso Food Van, 105 Radha Krishna Flat Near Dmart Waghodia Road, Kendranagar, Vadodara",₹150,9am – 12midnight (Mon-Sun)
Sam's Frankie,Fast Food,4.1,(129),4.5,"(3,406)",Subhanpura,"B4, Amit Complex, Opposite Panchratna, Subhanpura, Vadodara",₹300,10am – 11pm (Mon-Sun)
Turban Tadka,North Indian,,,3.4,"(1,274 Reviews)",Alkapuri,"12 Mcube Mall, Near Vijay Sales, Jetalpur Road, Alkapuri, Vadodara",₹800,"11am – 3pm, 8pm – 12:30am (Mon-Sun)"
Shaan-E-Punjab,North Indian,3.8,(89),3.7,"(2,493)",Karelibaug,"C 20, Dayal Nagar Society, Beside Modi Medical, Below Mannapuram Bank, Harni-Warasiya Ring Road, Karelibaug, Vadodara",₹400,12noon – 9pm (Mon-Sun)
Paras Pan House,Paan,,,4.2,"(1,901 Reviews)",Alkapuri,"Windsor Plaza, RC Dutt Road, Alkapuri, Vadodara",₹100,10am – 12midnight (Mon-Sun)
Kababish,"Mughlai, North Indian",3.7,(74),3.6,(57),Diwalipura,"G-8 Racecourse Towers, Opposite Citi Bank, Diwalipura, Vadodara",₹700,"11am – 3pm, 6pm – 1am (Mon-Sun)"
Taste of Punjab,North Indian,3.6,(110),4.0,"(2,562)",Akota,"Gajanan Complex, Old Padra Road, Opposite Tube Company, Sheetal Nagar, Akota, Vadodara",₹200,"11am – 3pm, 6pm – 11pm (Mon-Sun)"
Fountain Fast Food,"North Indian, Biryani, Chinese, Fast Food, Pizza",3.8,(109),3.5,"(4,583)",Nizampura,"A44 suvash colony near blue lagoon hotel fategunj main road, Fatehgunj, Vadodara",₹200,11am – 3am (Mon-Sun)
Dhadoom,"Fast Food, Italian, Chinese",3.7,(89),3.9,(652),"Inorbit Mall, Subhanpura","2nd Floor, Inorbit Mall, Gorwa, Vadodara",₹400,11am – 11pm (Mon-Sun)
Punjabi Khana Khazana,North Indian,3.8,(75),3.9,"(2,626)",Sayajigunj,"GF-05&06, Shreerang Plaza, Near Suraj Plaza, Kadak Bazar, Sayajigunj, Vadodara",₹200,"11am – 3:30pm, 7pm – 10:30pm (Mon-Sun)"
Krishna Restaurant,"Chinese, North Indian",3.8,(119),4.2,"(2,506)",Kendranagar,"Parivar Char Rasta, Waghodia-Dabhoi Ring Road, Kendranagar, Vadodara",₹300,11am – 11pm (Mon-Sun)
HanuRam Foods,"North Indian, Fast Food, Gujarati, Chinese, Mithai, South Indian",4.0,(141),4.1,"(1,391)",Makarpura,"464, G.I.D.C Industrial Estate, GCEL Main Road, Makarpura, Vadodara",₹300,9:30am – 7:30pm (Mon-Sun)
Sugar N Spice,"North Indian, Chinese, South Indian",3.5,(106),4.0,(719),Karelibaug,"1st Floor, Narayan Elegance, Near Sangam Char Rasta, Harni Airport Road, Karelibaug, Vadodara",₹500,"11am – 3pm, 7pm – 10:30pm (Mon-Sun)"
Delhi 6 Chaat Wala,"Street Food, Fast Food",3.5,(69),3.8,(775),Subhanpura,"Shop 13, Manhar Park, Opposite Sudhan Lakshmi Jain Society, Subhanpura, Vadodara",₹200,9am – 9pm (Mon-Sun)
Saladify,"Fast Food, Sandwich, Salad",3.8,(110),3.8,(850),Akota,"Gajanand Complex, OP Road, Akota, Vadodara",₹200,"12:01am – 1am, 10am – 12midnight (Mon-Sun)"
Vijay Shrikhand Samrat,Mithai,,,4.4,"(1,492 Reviews)",Mandvi,"Dandia Bazar, Piramitar Road Naka, Opposite Corporation Bank, Mandvi, Vadodara",₹200,9am – 9pm (Mon-Sun)
Anjoy The Family Restaurant,"North Indian, Chinese, Maharashtrian",3.7,(106),4.2,(889),Alkapuri,"Jetalpur Road, Alkapuri, Vadodara",₹600,"11am – 3pm, 7pm – 10:30pm (Mon-Sun)"
Indian Salt,"North Indian, Chinese, South Indian",4.1,(134),3.9,"(2,286)",L&T Knowledge City,"1st Floor, Taksh Galaxy Mall, NH 8, L&T Knowledge City, Vadodara",₹850,11am – 11pm (Mon-Sun)
Charmant-The Heritage Café,"Cafe, Fast Food, Beverages",4.0,(66 Reviews),,,Alkapuri,"Contractor's Bungalow, Opposite Railway Booking Office, Faramji Road, Alkapuri, Vadodara",₹700,11am – 11pm (Mon-Sun)
Elysian: The Bistro Lounge,"Asian, Burger, Cafe, Chinese, Fast Food, Italian, Mexican, Pizza",3.6,(98),4.2,(184),Vadiwadi,"FF 108, Golden Icon, Opposite BSNL, Chakli Circle, Vadiwadi, Vadodara",₹650,"11am – 3pm, 7pm – 11pm (Mon-Sun)"
Jalaram Lassi Center And Khaman House,"Street Food, Beverages",4.1,(208),4.3,"(2,424)",Subhanpura,"4, National Flat, Ellora Park, Subhanpura, Vadodara",₹200,8am – 7pm (Mon-Sun)
Jay Bhavani Punjabi Khana,North Indian,3.7,(88),3.5,"(3,939)",Gotri,"Shop 1, B Tower Signet Plaza, Kunal Char Rasta, Gotri, Vadodara",₹300,"11am – 3pm, 6pm – 11pm (Mon-Sun)"
The Baking Company,"Bakery, Desserts",3.9,(88),3.9,(78),Diwalipura,"Shop 3, Pancham icon, Near Vasna D Mart, Diwalipura, Vadodara",₹200,"Closed (Mon),9am – 9pm (Tue-Sun)"
Baskin Robbins,"Ice Cream, Desserts, Beverages",3.7,(59),4.4,"(1,666)",Alkapuri,"9F, Satyam Arts, Beside Narayan Jewellers, Jetalpur Road, Alkapuri, Vadodara",₹200,11am – 11pm (Mon-Sun)
Yummy Frankie,Street Food,3.9,(175 Reviews),,,Fatehgunj,"Beside Anjali Restaurant, Fatehgunj, Vadodara",₹100,10am – 9pm (Mon-Sun)
Honest,"North Indian, Street Food",2.7,(145),4.0,"(2,793)",Kendranagar,"Ground Flooe & First Floor, Diamond Complex, Near Vallabh Vidhya Mandir, Waghodia Ring Road, Kendranagar, Vadodara",₹500,11am – 12midnight (Mon-Sun)
KGN Fast Food,"Street Food, Biryani, Chinese, Fast Food, North Indian, Mughlai",3.8,(115),3.4,(696),Alkapuri,"C 58, Atlantis K 10, Near Genda Circle, Alkapuri, Vadodara",₹350,11am – 10pm (Mon-Sun)
Natural Juice,"Beverages, Juices",3.8,(51),3.8,"(2,003)",Alkapuri,"50, First Floor, Sampatrao Colony, Alkapuri, Vadodara",₹150,24 Hours (Mon-Sun)
